image,label,size,width,height,mode,format
images (56).jpeg,drawings,9058,196,258,RGB,JPEG
1751.jpg,painting,14819,290,467,RGB,JPEG
8195_mainfoto_05.jpg,engraving,63008,290,519,RGB,JPEG
i - 895.jpeg,iconography,12932,266,320,RGB,JPEG
i - 945.jpeg,iconography,28424,266,320,RGB,JPEG
64.jpg,sculpture,142249,718,1080,RGB,JPEG
1834.jpg,painting,10609,290,179,RGB,JPEG
1989.jpg,painting,14272,290,365,RGB,JPEG
i - 254.jpeg,drawings,45702,461,320,RGB,JPEG
i - 170.jpeg,iconography,24057,254,320,RGB,JPEG
1881.jpg,painting,8237,290,213,RGB,JPEG
1128.jpg,painting,13014,290,206,RGB,JPEG
i - 1360.jpeg,sculpture,7226,213,320,RGB,JPEG
i - 128.jpeg,drawings,25575,279,320,RGB,JPEG
i - 42.jpeg,drawings,17846,270,320,RGB,JPEG
1337.jpg,painting,17813,290,350,RGB,JPEG
65 20.26.19.jpg,iconography,130743,635,1000,RGB,JPEG
i - 151.jpeg,engraving,62094,460,320,RGB,JPEG
1022.jpg,painting,10540,290,244,RGB,JPEG
i - 590.jpeg,sculpture,7328,214,320,RGB,JPEG
236.jpg,engraving,101924,340,400,RGB,JPEG
i - 850.jpeg,drawings,30467,431,320,RGB,JPEG
i - 347 20.26.47.jpeg,sculpture,14732,240,320,RGB,JPEG
1965.jpg,painting,11693,290,226,RGB,JPEG
i - 1220.jpeg,sculpture,22325,427,320,RGB,JPEG
322.jpg,iconography,98367,493,562,RGB,JPEG
0724.jpg,painting,14740,290,356,RGB,JPEG
1565.jpg,painting,11693,290,226,RGB,JPEG
i - 631.jpeg,iconography,18873,320,320,RGB,JPEG
i - 441.jpeg,engraving,17440,215,320,RGB,JPEG
i - 258.jpeg,engraving,55281,399,320,RGB,JPEG
i - 514.jpeg,engraving,6587,140,200,RGB,JPEG
0371.jpg,painting,7854,290,387,RGB,JPEG
images (1).jpeg,drawings,4977,209,242,RGB,JPEG
i - 598.jpeg,sculpture,32396,427,320,RGB,JPEG
i - 258.jpeg,drawings,29487,460,320,RGB,JPEG
1713.jpg,painting,11480,290,320,RGB,JPEG
0131.jpg,painting,18102,290,448,RGB,JPEG
141.jpg,sculpture,127462,536,800,RGB,JPEG
i - 1513.jpeg,iconography,92858,700,932,RGB,JPEG
0807.jpg,painting,10445,290,354,RGB,JPEG
329.jpg,sculpture,16476,375,527,RGB,JPEG
68.jpg,engraving,293750,750,980,RGB,JPEG
1352.jpg,painting,12459,290,248,RGB,JPEG
55.jpg,sculpture,79758,300,486,RGB,JPEG
0164.jpg,painting,14272,290,365,RGB,JPEG
i - 353.jpeg,engraving,15473,255,320,RGB,JPEG
i - 741.jpeg,sculpture,20413,480,319,RGB,JPEG
0792.jpg,painting,12973,290,360,RGB,JPEG
i - 1419.jpeg,sculpture,18553,239,320,RGB,JPEG
373.jpg,iconography,140240,624,800,RGB,JPEG
i - 845.jpeg,sculpture,9341,235,320,RGB,JPEG
59.jpg,sculpture,71478,768,768,RGB,JPEG
i - 987.jpeg,drawings,29116,332,320,RGB,JPEG
i - 1429.jpeg,iconography,24950,287,320,RGB,JPEG
i - 17.jpeg,engraving,35499,229,320,RGB,JPEG
1791.jpg,painting,12547,290,377,RGB,JPEG
397.jpg,iconography,291051,493,600,RGB,JPEG
i - 182.jpeg,sculpture,10095,214,320,RGB,JPEG
i - 550.jpeg,drawings,38313,338,320,RGB,JPEG
i - 197.jpeg,drawings,35098,480,239,RGB,JPEG
i - 84.jpeg,drawings,17683,215,320,RGB,JPEG
3322_mainfoto_05.jpg,engraving,27790,290,425,RGB,JPEG
2087.jpg,painting,15899,290,290,RGB,JPEG
296.jpg,sculpture,26823,350,350,RGB,JPEG
i - 579.jpeg,sculpture,12744,478,320,RGB,JPEG
i - 1327.jpeg,sculpture,32752,320,320,RGB,JPEG
i - 1444.jpeg,iconography,26578,258,320,RGB,JPEG
0643.jpg,painting,14564,290,361,RGB,JPEG
1779.jpg,painting,8220,290,338,RGB,JPEG
0027.jpg,painting,8644,290,348,RGB,JPEG
i - 1041.jpeg,sculpture,12617,229,320,RGB,JPEG
i - 223.jpeg,sculpture,19991,240,320,RGB,JPEG
0178.jpg,painting,12875,290,378,RGB,JPEG
i - 141.jpeg,drawings,17044,206,320,RGB,JPEG
i - 280.jpeg,sculpture,35364,427,320,RGB,JPEG
1073.jpg,painting,17526,290,376,RGB,JPEG
i - 1152.jpeg,drawings,71132,840,533,RGB,JPEG
464.jpg,iconography,71876,413,550,RGB,JPEG
0687.jpg,painting,6400,290,336,RGB,JPEG
i - 191.jpeg,drawings,23159,235,320,RGB,JPEG
i - 1086.jpeg,drawings,15481,262,320,RGB,JPEG
0878.jpg,painting,9672,290,360,RGB,JPEG
i - 398.jpeg,sculpture,9266,208,320,RGB,JPEG
i - 330.jpeg,drawings,17638,207,320,RGB,JPEG
0227.jpg,painting,14170,290,391,RGB,JPEG
i - 396.jpeg,iconography,20505,320,320,RGB,JPEG
0095.jpg,painting,13909,290,388,RGB,JPEG
i - 279.jpeg,sculpture,37844,480,320,RGB,JPEG
i - 572.jpeg,drawings,13761,244,320,RGB,JPEG
0249.jpg,painting,14740,290,356,RGB,JPEG
1678.jpg,painting,6876,290,191,RGB,JPEG
1462.jpg,painting,5153,290,177,RGB,JPEG
129.jpg,sculpture,14350,480,480,RGB,JPEG
i - 339.jpeg,iconography,21521,320,320,RGB,JPEG
i - 1549.jpeg,iconography,26738,276,320,RGB,JPEG
i - 802.jpeg,sculpture,16718,282,320,RGB,JPEG
i - 1334.jpeg,sculpture,5635,215,320,RGB,JPEG
i - 1299.jpeg,iconography,20943,320,320,RGB,JPEG
i - 840.jpeg,drawings,27600,240,320,RGB,JPEG
i - 543.jpeg,drawings,29821,387,320,RGB,JPEG
0867.jpg,painting,12973,290,360,RGB,JPEG
i - 869.jpeg,iconography,56304,480,320,RGB,JPEG
images (90).jpeg,drawings,8754,278,181,RGB,JPEG
1677.jpg,painting,11903,290,207,RGB,JPEG
i - 1024.jpeg,iconography,25300,290,320,RGB,JPEG
i - 179.jpeg,sculpture,20085,213,320,RGB,JPEG
203.jpg,sculpture,34179,470,800,RGB,JPEG
i - 36.jpeg,drawings,39989,480,272,RGB,JPEG
0983.jpg,painting,7994,290,368,RGB,JPEG
498.jpg,iconography,51887,450,512,RGB,JPEG
2035.jpg,painting,7897,290,179,RGB,JPEG
0158.jpg,painting,7988,290,368,RGB,JPEG
0672.jpg,painting,10540,290,244,RGB,JPEG
1799.jpg,painting,14740,290,356,RGB,JPEG
i - 1065.jpeg,drawings,128772,675,865,RGB,JPEG
i - 597.jpeg,sculpture,35091,480,320,RGB,JPEG
59.jpg,iconography,56065,371,450,RGB,JPEG
i - 325.jpeg,iconography,24822,268,320,RGB,JPEG
i - 501.jpeg,drawings,9868,239,320,RGB,JPEG
1504.jpg,painting,7615,290,182,RGB,JPEG
i - 1175.jpeg,iconography,34665,480,320,RGB,JPEG
338.jpg,iconography,126335,565,690,RGB,JPEG
i - 92.jpeg,drawings,11761,320,320,RGB,JPEG
178 18.59.45.jpg,sculpture,50248,791,709,RGB,JPEG
i - 79.jpeg,engraving,58056,419,320,RGB,JPEG
i - 401.jpeg,engraving,38432,480,257,RGB,JPEG
196.jpg,sculpture,24961,600,600,RGB,JPEG
i - 1455.jpeg,iconography,14399,320,320,RGB,JPEG
i - 596.jpeg,iconography,32459,305,320,RGB,JPEG
2162.jpg,painting,21248,290,354,RGB,JPEG
354.jpg,sculpture,9944,400,400,RGB,JPEG
0505.jpg,painting,8328,290,374,RGB,JPEG
1239.jpg,painting,14272,290,365,RGB,JPEG
i - 28.jpeg,drawings,39547,480,305,RGB,JPEG
i - 1162.jpeg,drawings,62943,452,320,RGB,JPEG
1528.jpg,painting,7243,290,182,RGB,JPEG
i - 882.jpeg,sculpture,13854,299,320,RGB,JPEG
2306.jpg,painting,17791,290,339,RGB,JPEG
i - 1398.jpeg,iconography,21009,240,320,RGB,JPEG
i - 914.jpeg,drawings,22976,212,320,RGB,JPEG
2146.jpg,painting,7854,290,387,RGB,JPEG
2098.jpg,painting,17526,290,376,RGB,JPEG
i - 246.jpeg,sculpture,8578,213,320,RGB,JPEG
i - 726.jpeg,drawings,59955,456,320,RGB,JPEG
1064.jpg,painting,14272,290,365,RGB,JPEG
1252.jpg,painting,8998,290,232,RGB,JPEG
1091.jpg,painting,12547,290,377,RGB,JPEG
i - 434.jpeg,sculpture,20500,227,320,RGB,JPEG
3313_mainfoto_05.jpg,engraving,16603,290,197,RGB,JPEG
0297.jpg,painting,10540,290,244,RGB,JPEG
588.jpg,iconography,164359,674,551,RGB,JPEG
39.jpg,engraving,177324,1024,654,RGB,JPEG
i - 1305.jpeg,iconography,37755,284,320,RGB,JPEG
1777.jpg,painting,16158,290,408,RGB,JPEG
2267.jpg,painting,12973,290,360,RGB,JPEG
41.jpeg,iconography,209903,669,800,RGB,JPEG
0715.jpg,painting,11693,290,226,RGB,JPEG
i - 170.jpeg,drawings,40738,480,279,RGB,JPEG
i - 256.jpeg,engraving,46041,431,320,RGB,JPEG
0170.jpg,painting,13909,290,388,RGB,JPEG
97.jpg,sculpture,192211,734,841,RGB,JPEG
i - 988.jpeg,sculpture,31069,467,320,RGB,JPEG
i - 651.jpeg,drawings,37027,320,320,RGB,JPEG
115.jpg,sculpture,290241,900,601,RGB,JPEG
30.jpg,sculpture,96277,650,341,RGB,JPEG
0404.jpg,painting,6396,290,186,RGB,JPEG
i - 89.jpeg,engraving,19407,237,320,RGB,JPEG
images (21).jpeg,drawings,7629,204,246,RGB,JPEG
images (70).jpeg,drawings,6652,267,189,RGB,JPEG
1481.jpg,painting,12930,290,204,RGB,JPEG
i - 124.jpeg,sculpture,26334,427,320,RGB,JPEG
154.jpg,iconography,90406,550,330,RGB,JPEG
1736.jpg,painting,9787,290,160,RGB,JPEG
196.jpg,iconography,99018,500,641,RGB,JPEG
1012.jpg,painting,11001,290,392,RGB,JPEG
172.jpg,sculpture,46681,620,414,RGB,JPEG
i - 681.jpeg,iconography,43442,427,320,RGB,JPEG
1862.jpg,painting,10468,290,169,RGB,JPEG
i - 984.jpeg,sculpture,25184,480,320,RGB,JPEG
0696.jpg,painting,7854,290,387,RGB,JPEG
0846.jpg,painting,7854,290,387,RGB,JPEG
i - 809.jpeg,sculpture,19715,320,320,RGB,JPEG
i - 335.jpeg,sculpture,9086,268,320,RGB,JPEG
i - 1198.jpeg,iconography,24434,320,320,RGB,JPEG
i - 664.jpeg,iconography,18890,240,320,RGB,JPEG
i - 424.jpeg,drawings,43346,480,319,RGB,JPEG
i - 264.jpeg,engraving,12147,436,320,RGB,JPEG
5.jpg,iconography,116387,660,882,RGB,JPEG
i - 749.jpeg,iconography,38766,480,319,RGB,JPEG
1721.jpg,painting,7854,290,387,RGB,JPEG
0215.jpg,painting,11693,290,226,RGB,JPEG
i - 72.jpeg,iconography,19076,240,320,RGB,JPEG
i - 863.jpeg,sculpture,51026,480,320,RGB,JPEG
0922.jpg,painting,10540,290,244,RGB,JPEG
i - 908 20.26.47.jpeg,sculpture,7106,213,320,RGB,JPEG
i - 209.jpeg,drawings,16508,206,320,RGB,JPEG
i - 428.jpeg,engraving,30415,246,320,RGB,JPEG
i - 451 20.26.47.jpeg,sculpture,10127,240,320,RGB,JPEG
79 18.59.20.jpg,iconography,260291,640,480,RGB,JPEG
1497.jpg,painting,10540,290,244,RGB,JPEG
i - 565.jpeg,iconography,25014,320,320,RGB,JPEG
1452.jpg,painting,21814,290,331,RGB,JPEG
1920.jpg,painting,13909,290,388,RGB,JPEG
i - 1118.jpeg,drawings,22058,455,320,RGB,JPEG
355.jpg,engraving,47986,367,479,RGB,JPEG
i - 268.jpeg,sculpture,17046,455,320,RGB,JPEG
1728.jpg,painting,24943,290,354,RGB,JPEG
2154.jpg,painting,32753,290,547,RGB,JPEG
i - 444.jpeg,iconography,18716,240,320,RGB,JPEG
1112.jpg,painting,13554,290,415,RGB,JPEG
i - 1378.jpeg,sculpture,19320,427,320,RGB,JPEG
186.jpg,iconography,96838,700,861,RGB,JPEG
i - 1314.jpeg,iconography,24565,427,320,RGB,JPEG
3327_mainfoto_05.jpg,engraving,13096,290,217,RGB,JPEG
3 18.59.20.jpg,iconography,121687,450,581,RGB,JPEG
i - 1006.jpeg,iconography,20503,264,320,RGB,JPEG
102.jpg,engraving,510313,710,710,RGB,JPEG
i - 860.jpeg,drawings,8736,240,320,RGB,JPEG
0622.jpg,painting,10540,290,244,RGB,JPEG
i - 824.jpeg,iconography,19401,240,320,RGB,JPEG
1155.jpg,painting,8328,290,374,RGB,JPEG
i - 1130.jpeg,sculpture,12256,454,320,RGB,JPEG
i - 499.jpeg,engraving,17167,435,320,RGB,JPEG
0219.jpg,painting,16074,290,330,RGB,JPEG
i - 21.jpeg,sculpture,14640,278,320,RGB,JPEG
1426.jpg,painting,8429,290,205,RGB,JPEG
365.jpg,iconography,401601,613,700,RGB,JPEG
2221.jpg,painting,7854,290,387,RGB,JPEG
1759.jpg,painting,15136,290,357,RGB,JPEG
i - 489.jpeg,engraving,25186,267,320,RGB,JPEG
i - 1248.jpeg,iconography,31290,320,320,RGB,JPEG
i - 119.jpeg,sculpture,17849,219,320,RGB,JPEG
i - 224.jpeg,sculpture,18647,240,320,RGB,JPEG
0198.jpg,painting,17526,290,376,RGB,JPEG
i - 1381.jpeg,sculpture,9976,480,236,RGB,JPEG
529.jpg,iconography,156838,724,968,RGB,JPEG
i - 740.jpeg,iconography,17411,240,320,RGB,JPEG
i - 1020.jpeg,drawings,36126,471,320,RGB,JPEG
i - 751.jpeg,drawings,24595,232,320,RGB,JPEG
i - 286.jpeg,iconography,18627,427,320,RGB,JPEG
0498.jpg,painting,17526,290,376,RGB,JPEG
i - 535.jpeg,engraving,17360,225,320,RGB,JPEG
1758.jpg,painting,14711,290,361,RGB,JPEG
1487.jpg,painting,16732,290,408,RGB,JPEG
599.jpg,iconography,278674,500,760,RGB,JPEG
171.jpg,engraving,172231,937,768,RGB,JPEG
i - 398.jpeg,drawings,18179,251,320,RGB,JPEG
i - 1214.jpeg,iconography,21532,290,300,RGB,JPEG
i - 358.jpeg,engraving,27949,217,320,RGB,JPEG
i - 323.jpeg,engraving,58733,444,320,RGB,JPEG
i - 165.jpeg,iconography,27173,247,320,RGB,JPEG
1358.jpg,painting,10290,290,225,RGB,JPEG
i - 907.jpeg,drawings,40134,480,291,RGB,JPEG
201.jpeg,iconography,319864,600,1063,RGB,JPEG
i - 400.jpeg,engraving,37770,235,320,RGB,JPEG
i - 1009.jpeg,sculpture,16340,395,320,RGB,JPEG
i - 565.jpeg,sculpture,28727,403,320,RGB,JPEG
120.jpg,engraving,35929,400,596,RGB,JPEG
i - 981.jpeg,iconography,25977,427,320,RGB,JPEG
1585.jpg,painting,7307,290,211,RGB,JPEG
i - 864.jpeg,drawings,28351,252,320,RGB,JPEG
i - 250.jpeg,drawings,19761,468,320,RGB,JPEG
0989.jpg,painting,14272,290,365,RGB,JPEG
2303.jpg,painting,10475,290,221,RGB,JPEG
i - 555.jpeg,sculpture,16543,408,320,RGB,JPEG
i - 1393.jpeg,sculpture,18335,219,320,RGB,JPEG
i - 150.jpeg,sculpture,9862,213,320,RGB,JPEG
565.jpg,iconography,95557,636,850,RGB,JPEG
i - 988.jpeg,iconography,25509,278,320,RGB,JPEG
i - 799.jpeg,iconography,27870,240,320,RGB,JPEG
i - 472.jpeg,drawings,13683,232,320,RGB,JPEG
238.jpg,sculpture,56369,649,1000,RGB,JPEG
i - 891.jpeg,iconography,13872,238,320,RGB,JPEG
0787.jpg,painting,9132,290,383,RGB,JPEG
i - 130.jpeg,iconography,16974,252,320,RGB,JPEG
2054.jpg,painting,12536,290,191,RGB,JPEG
i - 1387.jpeg,iconography,26297,311,320,RGB,JPEG
i - 1476.jpeg,sculpture,47509,427,320,RGB,JPEG
175.jpg,iconography,65880,328,450,RGB,JPEG
images (61).jpeg,drawings,6112,189,267,RGB,JPEG
i - 76.jpeg,drawings,32503,296,320,RGB,JPEG
i - 201.jpeg,sculpture,48329,480,320,RGB,JPEG
231 18.59.45.jpg,sculpture,1264213,2016,1512,RGB,JPEG
i - 828.jpeg,sculpture,12352,320,320,RGB,JPEG
i - 1052.jpeg,sculpture,10258,257,320,RGB,JPEG
577.jpg,iconography,216901,640,986,RGB,JPEG
139.jpg,iconography,170491,628,807,RGB,JPEG
i - 1200.jpeg,sculpture,10696,256,320,RGB,JPEG
5786_mainfoto_05.jpg,sculpture,14072,290,380,RGB,JPEG
i - 968.jpeg,iconography,22143,221,320,RGB,JPEG
i - 274.jpeg,sculpture,36010,426,320,RGB,JPEG
i - 1236.jpeg,iconography,25469,427,320,RGB,JPEG
2290.jpg,painting,11693,290,226,RGB,JPEG
i - 251.jpeg,sculpture,13859,260,320,RGB,JPEG
96.jpg,engraving,34090,500,341,RGB,JPEG
i - 728.jpeg,iconography,16897,427,320,RGB,JPEG
i - 1349.jpeg,sculpture,12729,282,320,RGB,JPEG
i - 106.jpeg,iconography,42389,477,320,RGB,JPEG
i - 352.jpeg,sculpture,24814,480,319,RGB,JPEG
i - 872.jpeg,drawings,39574,476,320,RGB,JPEG
i - 1477.jpeg,iconography,19189,240,320,RGB,JPEG
i - 534.jpeg,drawings,18944,201,320,RGB,JPEG
110.jpg,engraving,133965,660,495,RGB,JPEG
1148.jpg,painting,17526,290,376,RGB,JPEG
i - 1217.jpeg,iconography,33521,325,320,RGB,JPEG
i - 1486.jpeg,iconography,23313,320,320,RGB,JPEG
1102.jpg,painting,16805,290,392,RGB,JPEG
0260.jpg,painting,19375,290,363,RGB,JPEG
1463.jpg,painting,11480,290,320,RGB,JPEG
i - 218.jpeg,engraving,35358,257,320,RGB,JPEG
1212.jpg,painting,15483,290,390,RGB,JPEG
660.jpg,iconography,79889,651,800,RGB,JPEG
i - 255.jpeg,drawings,5854,197,320,RGB,JPEG
i - 1505.jpeg,iconography,12904,254,320,RGB,JPEG
1182.jpg,painting,9711,290,355,RGB,JPEG
i - 355.jpeg,iconography,15625,240,320,RGB,JPEG
i - 837.jpeg,sculpture,19289,288,320,RGB,JPEG
i - 737.jpeg,iconography,43060,480,265,RGB,JPEG
1355.jpg,painting,10873,290,209,RGB,JPEG
2351.jpg,painting,13794,290,228,RGB,JPEG
i - 303.jpeg,engraving,48570,413,320,RGB,JPEG
i - 384.jpeg,sculpture,29059,479,320,RGB,JPEG
i - 1046.jpeg,drawings,42940,345,320,RGB,JPEG
i - 1471.jpeg,iconography,12326,320,320,RGB,JPEG
i - 1511.jpeg,iconography,64382,441,575,RGB,JPEG
0058.jpg,painting,9897,290,383,RGB,JPEG
1879.jpg,painting,12583,290,186,RGB,JPEG
539.jpg,iconography,71085,600,399,RGB,JPEG
i - 553.jpeg,engraving,13530,224,320,RGB,JPEG
i - 995.jpeg,sculpture,19831,420,320,RGB,JPEG
i - 1364.jpeg,iconography,28069,259,320,RGB,JPEG
195.jpg,engraving,37342,455,376,RGB,JPEG
2641_mainfoto_05.jpg,iconography,35332,290,414,RGB,JPEG
i - 854.jpeg,sculpture,23079,240,320,RGB,JPEG
2065.jpg,painting,11693,290,226,RGB,JPEG
185.jpg,engraving,50642,430,500,RGB,JPEG
2112.jpg,painting,39336,290,373,RGB,JPEG
i - 101.jpeg,engraving,41683,422,320,RGB,JPEG
1351.jpg,painting,10982,290,182,RGB,JPEG
i - 1011.jpeg,drawings,10883,231,320,RGB,JPEG
i - 517.jpeg,iconography,16604,240,320,RGB,JPEG
images (49).jpeg,drawings,6325,180,281,RGB,JPEG
i - 458.jpeg,drawings,30721,409,320,RGB,JPEG
i - 193.jpeg,iconography,36162,271,320,RGB,JPEG
i - 1361.jpeg,sculpture,7832,220,320,RGB,JPEG
i - 352.jpeg,engraving,32321,227,320,RGB,JPEG
1711.jpg,painting,11367,290,181,RGB,JPEG
0194.jpg,painting,16074,290,330,RGB,JPEG
1226.jpg,painting,12954,290,360,RGB,JPEG
i - 1069.jpeg,iconography,20590,240,320,RGB,JPEG
191.jpg,engraving,201045,500,562,RGB,JPEG
618.jpg,iconography,116608,600,732,RGB,JPEG
1336.jpg,painting,15754,290,463,RGB,JPEG
i - 437.jpeg,iconography,18661,240,320,RGB,JPEG
i - 250.jpeg,sculpture,7789,213,320,RGB,JPEG
i - 956.jpeg,iconography,24043,272,320,RGB,JPEG
1388.jpg,painting,11480,290,320,RGB,JPEG
1120.jpg,painting,13909,290,388,RGB,JPEG
i - 333.jpeg,drawings,27663,419,320,RGB,JPEG
1289.jpg,painting,14272,290,365,RGB,JPEG
0354.jpg,painting,16301,290,280,RGB,JPEG
i - 1434.jpeg,iconography,17425,480,270,RGB,JPEG
1772.jpg,painting,10540,290,244,RGB,JPEG
131.jpg,iconography,79971,613,700,RGB,JPEG
i - 216.jpeg,drawings,12511,209,320,RGB,JPEG
i - 927.jpeg,drawings,21318,326,320,RGB,JPEG
609.jpg,iconography,83506,481,663,RGB,JPEG
i - 1121.jpeg,iconography,22828,265,320,RGB,JPEG
i - 304.jpeg,drawings,46949,449,320,RGB,JPEG
i - 1034.jpeg,iconography,27830,279,320,RGB,JPEG
503.jpg,iconography,120410,350,444,RGB,JPEG
2153.jpg,painting,6257,290,289,RGB,JPEG
i - 801.jpeg,iconography,24099,311,320,RGB,JPEG
i - 1146.jpeg,sculpture,13981,240,320,RGB,JPEG
i - 876.jpeg,drawings,5838,304,320,RGB,JPEG
213.jpg,engraving,189797,800,579,RGB,JPEG
i - 1468.jpeg,iconography,13720,227,320,RGB,JPEG
458.jpg,iconography,82008,358,427,RGB,JPEG
132.jpg,sculpture,45798,484,600,RGB,JPEG
i - 743.jpeg,sculpture,19101,213,320,RGB,JPEG
1763.jpg,painting,11480,290,320,RGB,JPEG
1647.jpg,painting,10540,290,244,RGB,JPEG
3332_mainfoto_05.jpg,engraving,25821,290,444,RGB,JPEG
i - 427.jpeg,sculpture,10890,213,320,RGB,JPEG
i - 757.jpeg,sculpture,9959,213,320,RGB,JPEG
30.jpg,iconography,247892,314,400,RGB,JPEG
i - 849.jpeg,sculpture,21421,480,307,RGB,JPEG
112.jpg,engraving,83217,800,558,RGB,JPEG
images (63).jpeg,drawings,7466,238,212,RGB,JPEG
31.jpeg,sculpture,38675,640,640,RGB,JPEG
i - 1115.jpeg,drawings,31037,456,320,RGB,JPEG
0887.jpg,painting,14694,290,367,RGB,JPEG
1231.jpg,painting,23299,290,360,RGB,JPEG
167176.jpg,drawings,84018,788,567,RGB,JPEG
i - 479.jpeg,drawings,32780,304,320,RGB,JPEG
i - 1.jpeg,engraving,59140,432,320,RGB,JPEG
i - 279.jpeg,engraving,29025,232,320,RGB,JPEG
i - 1187.jpeg,drawings,6816,150,200,RGB,JPEG
543.jpg,iconography,271548,664,800,RGB,JPEG
i - 1127.jpeg,iconography,15491,277,320,RGB,JPEG
i - 70.jpeg,engraving,32290,277,320,RGB,JPEG
167.jpg,engraving,206675,879,483,RGB,JPEG
i - 343.jpeg,drawings,8522,230,320,RGB,JPEG
0967.jpg,painting,12973,290,360,RGB,JPEG
512.jpg,iconography,147231,539,800,RGB,JPEG
i - 1042.jpeg,iconography,43998,480,320,RGB,JPEG
668.jpg,iconography,139733,400,514,RGB,JPEG
i - 525.jpeg,sculpture,18309,245,320,RGB,JPEG
i - 935.jpeg,sculpture,5715,213,320,RGB,JPEG
i - 595.jpeg,sculpture,6972,229,320,RGB,JPEG
i - 12.jpeg,iconography,37911,270,320,RGB,JPEG
i - 1131.jpeg,drawings,21887,260,320,RGB,JPEG
105.jpg,engraving,75503,394,604,RGB,JPEG
i - 1323.jpeg,iconography,36367,272,320,RGB,JPEG
i - 431.jpeg,engraving,61077,422,320,RGB,JPEG
2241.jpg,painting,12547,290,377,RGB,JPEG
1047.jpg,painting,10540,290,244,RGB,JPEG
0186.jpg,painting,18226,290,433,RGB,JPEG
i - 39.jpeg,drawings,13214,242,320,RGB,JPEG
i - 1130.jpeg,drawings,22591,236,320,RGB,JPEG
551.jpg,iconography,299873,501,673,RGB,JPEG
i - 323.jpeg,drawings,10280,231,320,RGB,JPEG
i - 8.jpeg,engraving,29312,241,320,RGB,JPEG
i - 841.jpeg,iconography,17145,244,320,RGB,JPEG
i - 65.jpeg,iconography,10786,240,320,RGB,JPEG
1203.jpg,painting,16277,290,376,RGB,JPEG
i - 753.jpeg,sculpture,58151,449,320,RGB,JPEG
i - 247.jpeg,drawings,33000,480,219,RGB,JPEG
i - 1090.jpeg,iconography,50494,425,320,RGB,JPEG
351.jpg,engraving,86440,422,317,RGB,JPEG
i - 1216.jpeg,sculpture,6956,215,320,RGB,JPEG
i - 21.jpeg,iconography,35313,278,320,RGB,JPEG
i - 610.jpeg,sculpture,8576,229,320,RGB,JPEG
36.jpg,sculpture,80594,666,1000,RGB,JPEG
i - 481.jpeg,drawings,23788,478,320,RGB,JPEG
1257.jpg,painting,26043,290,342,RGB,JPEG
0224.jpg,painting,14740,290,356,RGB,JPEG
i - 263.jpeg,sculpture,29714,240,320,RGB,JPEG
i - 1104.jpeg,iconography,27222,274,320,RGB,JPEG
2071.jpg,painting,7854,290,387,RGB,JPEG
0740.jpg,painting,11693,290,226,RGB,JPEG
i - 453.jpeg,sculpture,17167,182,320,RGB,JPEG
i - 698.jpeg,iconography,32337,271,320,RGB,JPEG
1291.jpg,painting,12547,290,377,RGB,JPEG
1693.jpg,painting,14564,290,361,RGB,JPEG
i - 826.jpeg,sculpture,13983,211,320,RGB,JPEG
1559.jpg,painting,6052,290,182,RGB,JPEG
i - 665.jpeg,iconography,13327,240,320,RGB,JPEG
0951.jpg,painting,14554,290,340,RGB,JPEG
i - 1507.jpeg,sculpture,20710,213,320,RGB,JPEG
i - 53.jpeg,engraving,31425,445,320,RGB,JPEG
i - 1470.jpeg,iconography,17729,253,320,RGB,JPEG
0048.jpg,painting,17526,290,376,RGB,JPEG
i - 15.jpeg,sculpture,46779,480,320,RGB,JPEG
i - 622.jpeg,sculpture,34289,480,320,RGB,JPEG
617.jpg,iconography,201343,630,522,RGB,JPEG
2230.jpg,painting,10425,290,209,RGB,JPEG
1107.jpg,painting,9798,290,245,RGB,JPEG
i - 471.jpeg,drawings,24392,404,320,RGB,JPEG
277.jpg,iconography,205218,450,640,RGB,JPEG
i - 331.jpeg,drawings,43829,474,320,RGB,JPEG
1626.jpg,painting,14746,290,384,RGB,JPEG
1310.jpg,painting,21524,290,382,RGB,JPEG
i - 144.jpeg,drawings,14842,258,320,RGB,JPEG
i - 216.jpeg,sculpture,29684,427,320,RGB,JPEG
1105.jpg,painting,13007,290,381,RGB,JPEG
i - 846.jpeg,drawings,21436,237,320,RGB,JPEG
269.jpg,iconography,143597,412,690,RGB,JPEG
i - 71.jpeg,sculpture,11348,214,320,RGB,JPEG
0628.jpg,painting,19564,290,360,RGB,JPEG
341.jpg,engraving,153382,640,480,RGB,JPEG
i - 981.jpeg,drawings,59946,446,320,RGB,JPEG
i - 1093.jpeg,drawings,116803,606,800,RGB,JPEG
1253.jpg,painting,13910,290,340,RGB,JPEG
i - 242.jpeg,sculpture,8132,213,320,RGB,JPEG
i - 367.jpeg,sculpture,24394,213,320,RGB,JPEG
i - 551.jpeg,iconography,21980,254,320,RGB,JPEG
219.jpg,iconography,164874,673,800,RGB,JPEG
0782.jpg,painting,10540,290,244,RGB,JPEG
1477.jpg,painting,15063,290,453,RGB,JPEG
i - 495.jpeg,drawings,10012,246,320,RGB,JPEG
2190.jpg,painting,11693,290,226,RGB,JPEG
0606.jpg,painting,13385,290,375,RGB,JPEG
i - 1178.jpeg,sculpture,23605,480,255,RGB,JPEG
350 18.59.45.jpg,sculpture,47874,807,960,RGB,JPEG
